Measurement Name :,run_1_light_7_12_23-1173,,Generated On :,"12/07/2023, 12:15:32",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0009001173      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 050
Ref LED current   : 050
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
12.07.23 11:53:36,11.05,242.28,229.72,220.39,249.26,225.43,231.77,247.64,231.36,212.83,189.94,196.97,194.26,219.17,293.56,187.22,237.9,214.5,209.41,244.78,253.33,181.48,201.58,268.09,214.55,,23,969,35,24.63,969D6-(E1);
12.07.23 11:53:51,11.3,264.16,205.67,240.7,240.34,240.4,216.55,238.78,185.1,175.35,220.7,158.34,210.08,162.76,223.09,156.71,206,184.03,169.26,218.71,214.89,168.7,177.89,209.06,235.46,,23,969,35,24.68,969D6-(E1);
12.07.23 11:54:06,11.55,277.74,282.46,259.01,230.82,263.97,283.41,227.24,267.37,243.63,205.67,213.47,220.7,250.63,237.73,240.74,276.74,251.79,228.54,225.67,259.5,223.94,212.84,229.4,252.24,,23,969,35,24.69,969D6-(E1);
12.07.23 11:54:21,11.8,203.33,236.39,206.68,241.41,181.24,233.51,255.89,250.76,211.8,182.69,165.65,196.93,184.9,242.32,181.94,199.24,200.89,191.75,234.46,271.62,194.14,195.5,221.41,238.29,,23,969,35,24.73,969D6-(E1);
12.07.23 11:54:36,12.05,285.19,274.28,221.08,289.03,256.03,237.37,241.96,268.1,220.07,257.45,211.09,197.93,192.99,266.05,214.2,261.63,233.49,200.19,268.07,254.05,220.8,201.24,273.99,226.33,,23,969,35,24.76,969D6-(E1);
12.07.23 11:54:51,12.3,232.09,223.81,237.86,215.22,181.57,225.85,230.72,193.33,183.23,154.04,188.36,168.07,176.56,208.05,193.21,199.58,190.66,180.09,198.2,208.72,160.62,214.56,181.02,233.69,,23,969,35,24.8,969D6-(E1);
12.07.23 11:55:06,12.55,254.4,266.18,266.69,258.65,220.96,298.11,225.16,237.66,229.83,261.8,205.01,237.44,252.46,237.37,194.55,291.02,221.75,220.49,253.8,266.45,177.86,218.36,264.05,264.25,,23,969,35,24.83,969D6-(E1);
12.07.23 11:55:21,12.8,240.51,307.53,301.6,289.03,182.22,264.22,289.03,243.3,258.04,239.21,225.83,235.68,225.86,258.06,216.95,249.67,226.86,225.38,258.89,260.96,213.19,233.4,240.31,262.42,,23,969,35,24.86,969D6-(E1);
12.07.23 11:55:36,13.05,302.59,224.85,212.48,277.03,218.56,219.64,248,212.79,203.96,210.76,189.68,200.95,185.57,216.9,148.79,253.64,170.93,171.22,211.81,212.14,179.83,232.34,258.23,249.72,,23,969,35,24.9,969D6-(E1);
12.07.23 11:55:51,13.3,278.11,275.39,286.77,270,233.4,220.33,216.9,233.46,231.23,227.28,201.65,181.71,181.55,219.99,201.6,237.9,218.84,195.79,227.07,255.14,194.81,206.68,259.32,230.53,,23,969,35,24.91,969D6-(E1);
12.07.23 11:56:06,13.55,270,275.39,208.38,249.98,207.04,231.07,275.23,247.91,269.03,172.59,222.72,197.93,202.19,236.32,175.72,225.96,229.43,220.83,266.59,222.84,170.66,245.5,238.89,227.72,,23,969,35,24.95,969D6-(E1);
12.07.23 11:56:21,13.8,299.53,207.71,240.7,246.04,219.59,231.07,287.9,197.32,219.38,244.53,202.66,199.61,218.12,234.92,191.54,313.71,181.26,185.74,246.22,250.44,202.59,207.7,231.5,220.76,,23,969,35,24.98,969D6-(E1);
12.07.23 11:56:36,14.05,287.44,302.91,241.05,256.84,177.68,273.02,310.01,236.25,229.12,249.88,179.19,250.24,191.63,253.73,201.94,285.73,188.56,230.66,261.81,224.58,210.78,245.14,235.01,246.49,,23,969,35,25.02,969D6-(E1);
12.07.23 11:56:51,14.3,294.97,287.71,222.81,257.93,193.37,237.73,254.45,253.27,209.07,244.88,174.65,210.42,201.5,228.63,172.46,249.67,186.82,197.15,229.88,263.88,194.48,227.42,274.36,270.14,,23,969,35,25.05,969D6-(E1);
12.07.23 11:57:06,14.55,302.2,276.87,290.92,280.01,212.1,358.23,218.27,288.47,223.89,291.11,204.67,181.71,218.12,255.17,165.67,271.18,203.38,226.78,213.18,257.68,198.52,224.97,268.45,247.56,,23,969,35,25.08,969D6-(E1);
12.07.23 11:57:21,14.8,293.08,284.33,289.78,215.56,234.44,248.36,214.5,261.55,202.95,247.02,211.43,193.6,182.89,272.28,217.64,278.6,176.07,193.44,259.62,243.63,246.62,173.96,257.5,243.27,,23,969,35,25.12,969D6-(E1);
12.07.23 11:57:36,15.05,290.82,262.9,234.69,265.22,255.67,297.73,223.43,241.88,228.07,224.85,218.26,212.81,205.62,250.86,209.75,244.65,230.91,204.62,285.24,266.45,215.26,241.92,269.19,227.02,,23,969,35,25.15,969D6-(E1);
12.07.23 11:57:51,15.3,245.11,266.92,222.46,258.65,243.92,312.72,233.51,228.58,222.5,224.51,204.34,193.93,204.25,234.92,174.41,260.53,234.6,233.84,231.99,203.62,200.55,218.36,276.58,216.61,,23,969,35,25.16,969D6-(E1);
12.07.23 11:58:06,15.55,288.94,305.61,256.47,284.51,245.34,320.12,258.78,252.91,241.84,234.63,177.57,211.79,237.97,243.73,258.71,256.89,243.52,234.2,296.27,281.68,235.91,226.72,279.56,267.56,,23,969,35,25.19,969D6-(E1);
12.07.23 11:58:21,15.8,259.44,252.4,306.6,274.06,197.34,227.93,284.53,206.36,250.8,210.76,178.22,190.94,230.46,238.43,206.68,254.36,223.57,216.66,246.94,235.1,226.74,207.02,259.32,231.58,,23,969,35,25.23,969D6-(E1);
12.07.23 11:58:36,16.05,300.68,308.31,263.39,263.39,179.95,275.97,318.56,252.91,241.49,248.45,175.95,203.98,256.49,268.98,217.64,256.17,233.86,208.73,282.98,264.98,219.41,269.55,236.42,271.25,,23,969,35,25.27,969D6-(E1);
12.07.23 11:58:51,16.3,274.42,249.88,241.05,262.66,213.46,286.78,230.37,241.18,225.98,238.5,213.13,196.26,203.56,268.98,192.54,292.53,194.88,180.09,231.99,249,188.79,216.63,249.57,246.85,,23,969,35,25.3,969D6-(E1);
12.07.23 11:59:06,16.55,226.87,269.48,235.39,244.26,249.95,299.26,236.32,246.84,232.28,250.6,212.45,236.74,200.82,250.14,191.21,244.3,189.26,207.7,246.22,245.06,170.33,194.5,227.66,243.98,,23,969,35,25.33,969D6-(E1);
12.07.23 11:59:21,16.8,275.89,283.21,257.93,249.98,211.76,295.07,248.72,235.2,231.93,250.6,211.43,244.53,207,240.19,188.55,212.82,219.93,250.33,215.6,241.13,215.95,207.36,281.05,279.06,,23,969,35,25.37,969D6-(E1);
12.07.23 11:59:36,17.05,263.8,229.38,262.66,289.41,230.27,273.02,271.55,239.06,274.22,252.4,221.35,195.26,213.24,232.12,231.2,238.25,248.78,220.49,248.74,243.63,199.88,233.4,306.49,264.25,,23,969,35,25.37,969D6-(E1);
12.07.23 11:59:51,17.3,273.68,273.54,239.99,290.54,247.11,217.92,283.41,241.88,234.4,243.1,206.36,259.99,205.62,268.61,221.78,291.02,259.38,219.79,234.11,199.57,221.15,257.43,279.56,268.66,,23,969,35,25.41,969D6-(E1);
12.07.23 12:00:06,17.55,274.05,235.33,264.49,270.73,230.96,251.94,256.97,201.99,216.96,190.27,194.31,214.86,197.06,243.02,204.65,253.64,187.52,215.28,232.34,246.49,175.89,232.69,236.42,229.12,,23,969,35,25.45,969D6-(E1);
12.07.23 12:00:21,17.8,238.4,248.81,234.34,225.24,237.59,267.88,247.64,221.33,213.52,238.5,247.24,181.71,169.3,274.86,166.31,213.85,209.46,228.54,269.55,227.72,182.14,203.95,264.42,232.99,,23,969,35,25.49,969D6-(E1);
12.07.23 12:00:36,18.05,257.64,244.88,236.8,201.61,179.3,218.61,178.18,199.32,193.52,190.27,144.86,156.89,176.9,221.36,159.58,248.23,166.83,185.4,183.83,190.85,166.43,187.15,245.28,212.83,,23,969,35,25.53,969D6-(E1);
12.07.23 12:00:51,18.3,263.07,286.96,244.61,271.47,204.69,216.9,222.05,224.78,261.69,227.98,183.44,196.26,176.23,259.5,215.57,251.83,199.83,153.45,251.62,241.13,172.29,189.48,257.14,261.32,,23,969,35,25.55,969D6-(E1);
12.07.23 12:01:06,18.55,314.15,281.34,270.36,290.92,228.54,295.07,273.02,267.01,247.92,201.29,240.86,231.82,203.9,251.58,199.92,288.75,206.59,211.13,297.8,264.62,239.11,236.94,246.35,273.47,,23,969,35,25.58,969D6-(E1);
12.07.23 12:01:21,18.8,256.92,288.09,305.83,313.59,213.8,300.78,260.23,257.58,247.92,223.47,199.64,227.28,235.46,228.63,181.61,261.63,207.31,237.4,279.6,286.57,198.18,254.52,301.11,259.5,,23,969,35,25.62,969D6-(E1);
12.07.23 12:01:36,19.05,326.67,312.18,302.37,304.29,281.2,295.07,259.14,281,269.4,275.76,240.16,242.75,239.76,250.86,267.49,280.85,239.05,238.47,318.4,256.23,241.25,275.49,274.36,283.93,,23,969,35,25.66,969D6-(E1);
12.07.23 12:01:51,19.3,307.96,304.07,295.86,332.13,252.8,363.18,276.71,326.54,315.4,270.22,240.16,216.57,242.65,335.55,236.84,331.47,295.23,267.17,301.26,295.3,259.68,273.26,333.18,329.62,,23,969,35,25.68,969D6-(E1);
12.07.23 12:02:06,19.55,287.81,307.92,296.24,261.56,184.18,278.94,245.51,263.01,242.2,252.76,192.98,210.08,237.97,243.02,189.21,261.63,209.46,225.03,278.48,257.68,180.49,218.71,254.25,241.84,,23,969,35,25.7,969D6-(E1);
12.07.23 12:02:21,19.8,278.49,301.38,285.64,300.06,263.6,295.07,308.08,261.55,264.25,230.07,225.49,224.85,233.31,326.02,190.54,261.26,245.02,190.41,265.85,253.69,220.11,211.47,287.43,246.13,,23,969,35,25.75,969D6-(E1);
12.07.23 12:02:36,20.05,269.27,268.02,236.45,251.42,267.97,291.67,276.34,216.88,283.18,238.15,213.81,209.74,237.61,257.69,187.55,270.44,252.17,238.82,286.76,269.77,216.99,253.07,246.35,241.49,,23,969,35,25.78,969D6-(E1);
12.07.23 12:02:51,20.3,254.04,306.76,262.66,288.27,229.23,268.24,258.06,245.42,270.88,204.32,203.33,235.68,211.85,274.13,204.65,252.19,233.49,237.4,231.64,246.49,229.55,218.71,239.24,244.34,,23,969,35,25.8,969D6-(E1);
12.07.23 12:03:06,20.55,262.71,288.09,224.54,273.32,230.96,248,209.06,243.65,295.68,258.9,195.31,214.18,207.35,266.05,188.22,279.35,238.68,188.74,276.98,266.45,194.14,231.99,286.3,277.19,,23,969,35,25.83,969D6-(E1);
12.07.23 12:03:21,20.8,260.17,286.58,282.63,281.88,267.97,260.95,242.67,242.94,242.2,217.26,207.37,219.32,194.34,242.67,166.31,275.62,196.65,220.14,244.43,231.93,188.12,214.56,264.05,230.53,,23,969,35,25.87,969D6-(E1);
12.07.23 12:03:36,21.05,247.6,263.62,261.93,286.01,219.25,331.96,265.32,239.06,261.32,222.08,209.74,203.31,212.89,280.43,203.29,296.72,233.12,256.14,335.12,239.71,201.91,220.79,259.32,270.14,,23,969,35,25.9,969D6-(E1);
12.07.23 12:03:51,21.3,260.53,243.46,263.75,289.41,228.88,244.44,271.55,231.36,216.27,188.95,218.6,172.91,200.48,237.37,217.98,264.92,211.61,177.45,290.55,229.47,196.16,231.28,247.78,260.96,,23,969,35,25.91,969D6-(E1);
12.07.23 12:04:06,21.55,312.21,268.02,266.69,265.58,201.01,310.78,216.9,255.06,254.41,191.6,200.98,217.95,230.11,250.5,178.33,230.85,232.75,212.51,234.81,242.2,158.38,223.92,262.23,239,,23,969,35,25.95,969D6-(E1);
12.07.23 12:04:21,21.8,268.54,287.71,311.64,291.3,259.63,320.12,300.78,259.75,246.49,245.95,277.74,226.59,260.54,292.42,259.07,296.72,241.66,239.18,277.73,258.41,225.34,268.44,254.61,272.73,,23,969,35,25.98,969D6-(E1);
12.07.23 12:04:36,22.05,301.44,305.99,270.36,280.01,225.08,302.7,248.36,247.91,250.08,220.7,173.36,172.59,178.22,276.34,180.95,256.89,238.68,198.84,230.93,248.64,208.73,201.24,234.66,248.28,,23,969,35,26.01,969D6-(E1);
12.07.23 12:04:51,22.3,297.25,282.46,293.58,263.02,225.77,306.15,229.67,254.34,247.56,237.09,187.7,224.85,230.11,307.3,235.07,249.31,204.81,211.48,281.85,258.04,196.5,214.91,274.73,271.25,,23,969,35,26.05,969D6-(E1);
12.07.23 12:05:06,22.55,302.59,268.75,284.13,284.88,276.4,279.68,278.94,236.96,227.02,232.52,261.98,231.82,202.19,284.9,199.24,250.03,258.62,205.3,262.18,223.19,199.2,223.92,273.99,288.84,,23,969,35,26.08,969D6-(E1);
12.07.23 12:05:21,22.8,274.05,281.34,236.1,299.68,216.86,239.84,285.65,240.82,259.5,193.93,220.66,185.65,214.63,275.6,194.88,248.23,232.75,204.96,276.61,259.13,219.07,208.38,268.09,250.08,,23,969,35,26.11,969D6-(E1);
12.07.23 12:05:36,23.05,245.11,282.46,237.16,281.51,241.81,308.85,280.43,264.82,261.69,229.72,209.06,195.93,211.85,282.29,182.27,259.8,184.73,241.68,239.43,258.41,191.46,260.72,247.43,267.19,,23,969,35,26.14,969D6-(E1);
12.07.23 12:05:51,23.3,244.76,228.33,278.52,260.47,198.34,264.95,240.19,218.59,214.2,179.74,159.29,204.32,167.66,253.73,179.31,238.61,220.29,170.89,254.52,233.34,166.11,168.1,236.42,192.86,,23,969,35,26.18,969D6-(E1);
12.07.23 12:06:06,23.55,280.34,275.76,278.89,277.03,257.83,266.78,253.37,223.05,276.08,225.55,191.33,196.6,176.56,234.21,169.22,260.53,217.39,203.94,246.94,282.43,218.03,231.28,282.17,237.58,,23,969,35,26.19,969D6-(E1);
12.07.23 12:06:21,23.8,233.14,258.17,294.72,225.59,194.69,259.14,266.78,212.45,245.41,203.65,159.29,182.03,175.24,222.74,181.61,281.22,194.53,245.27,235.17,231.23,196.83,176.58,271.03,237.93,,23,969,35,26.23,969D6-(E1);
12.07.23 12:06:36,24.05,274.05,285.08,308.93,297.77,204.69,316.22,308.08,304.01,269.77,265.82,207.37,220.7,213.24,305,196.22,273.03,248.02,243.12,267.7,285.44,221.15,238.72,301.11,282.81,,23,969,35,26.26,969D6-(E1);
12.07.23 12:06:51,24.3,338.2,304.84,295.1,298.91,255.67,271.18,295.45,285.47,269.03,244.88,212.11,257.81,271.33,294.7,208.38,325.91,242.03,281.36,309.4,292.25,234.84,238.36,323.26,286.95,,23,969,35,26.29,969D6-(E1);
12.07.23 12:07:06,24.55,251.88,237.8,240.34,248.9,274.92,261.68,275.23,211.09,213.17,265.82,183.44,190.94,175.57,269.34,204.99,260.9,205.17,168.93,239.78,272.36,180.16,225.67,269.92,275.7,,23,969,35,26.31,969D6-(E1);
12.07.23 12:07:21,24.8,258.36,277.24,215.91,304.29,229.92,237.02,230.37,265.91,238.64,194.93,162.78,185.65,192.31,260.95,195.21,258.35,218.84,193.1,234.81,241.49,225.69,219.75,261.87,242.56,,23,969,35,26.33,969D6-(E1);
12.07.23 12:07:36,25.05,288.56,301.76,266.69,306.22,248.53,295.83,296.97,223.05,280.18,319.99,218.6,247.38,221.63,294.32,193.21,280.1,238.68,219.44,260.72,300.28,230.61,223.57,293.1,274.59,,23,969,35,26.37,969D6-(E1);
12.07.23 12:07:51,25.3,328.25,376.91,301.98,330.14,252.8,311.94,310.78,283.98,295.68,285.08,267.44,252.4,217.42,303.08,227.7,351.69,260.53,246.35,289.41,294.54,248.06,276.98,311.52,308.38,,23,969,35,26.4,969D6-(E1);
12.07.23 12:08:06,25.55,289.69,291.11,281.14,270.73,274.92,280.43,324.84,261.92,276.08,278.73,214.16,221.05,203.56,290.16,230.5,272.66,226.13,220.83,287.89,245.41,213.88,211.12,289.69,289.98,,23,969,35,26.44,969D6-(E1);
12.07.23 12:08:21,25.8,303.74,291.86,247.83,313.59,247.11,296.21,301.17,272.13,282.81,250.24,175.3,254.92,248.08,313.88,187.22,291.02,289.67,242.04,306.68,295.68,229.55,236.23,311.14,292.63,,23,969,35,26.47,969D6-(E1);
12.07.23 12:08:36,26.05,263.43,313.74,264.85,292.06,242.51,274.86,263.86,262.28,228.42,251.68,196.64,228.33,201.85,280.8,210.77,316.45,221.02,206.33,283.36,270.51,190.46,254.16,223.83,241.84,,23,969,35,26.48,969D6-(E1);
12.07.23 12:08:51,26.3,239.1,262.53,278.52,240.7,234.09,289.41,272.28,232.41,236.16,234.98,206.69,224.51,202.53,224.47,161.49,285.73,227.96,216.66,249.82,213.17,223.59,227.42,257.14,267.93,,23,969,35,26.53,969D6-(E1);
12.07.23 12:09:06,26.55,270,308.69,290.92,281.14,272.35,286.4,288.65,273.6,268.3,261.8,246.53,218.64,207.35,287.15,199.92,255.08,267.43,197.48,269.92,253.33,214.22,235.52,310.75,269.03,,23,969,35,26.55,969D6-(E1);
12.07.23 12:09:21,26.8,290.07,255.28,265.58,260.47,235.49,284.53,315.83,230.67,249.36,272.06,187.37,206.01,220.22,266.78,193.54,265.65,236.45,207.36,271.4,204.98,246.62,250.54,279.56,290.73,,23,969,35,26.59,969D6-(E1);
12.07.23 12:09:36,27.05,252.96,336.24,340.56,317.5,225.43,311.55,286.4,265.55,293.01,235.33,204,214.18,234.74,294.7,186.56,304.4,270.9,184.07,297.04,261.32,230.96,236.94,284.8,246.85,,23,969,35,26.62,969D6-(E1);
12.07.23 12:09:51,27.3,302.2,315.29,290.54,313.98,260.71,332.75,334.75,269.2,279.43,232.87,200.64,230.07,249.54,318.95,224.91,307.88,253.69,217.01,301.26,271.62,222.89,274,324.05,299.51,,23,969,35,26.65,969D6-(E1);
12.07.23 12:10:06,27.55,278.86,279.1,272.95,274.43,212.78,291.29,304.61,253.98,285.82,245.24,192.98,205.34,234.74,300.4,219.02,283.85,229.8,210.1,253.43,257.31,205.65,254.88,299.57,308.77,,23,969,35,26.68,969D6-(E1);
12.07.23 12:10:21,27.8,238.75,332.24,236.8,296.24,276.4,337.94,262.04,229.62,288.08,210.42,196.31,197.93,220.57,303.46,211.11,288.37,226.13,258.34,272.51,219.03,229.55,212.15,261.87,298.36,,23,969,35,26.72,969D6-(E1);
12.07.23 12:10:37,28.07,338.2,346.72,263.39,318.28,257.47,310.01,271.91,286.6,304.51,200.62,245.82,231.82,236.89,355.77,222.48,316.84,276.34,209.07,304.74,267.93,249.87,234.46,274.36,259.13,,23,969,35,26.73,969D6-(E1);
12.07.23 12:10:52,28.32,314.15,285.83,289.03,287.9,259.63,268.24,287.15,248.98,256.95,314.9,208.05,189.94,232.24,293.18,200.93,307.11,243.52,209.41,247.3,246.49,202.25,217.32,289.69,241.84,,23,969,35,26.76,969D6-(E1);
12.07.23 12:11:06,28.55,298.39,284.71,242.83,279.27,210.07,276.34,247.29,253.62,292.63,239.21,218.26,210.08,217.07,276.34,160.53,284.22,226.13,210.79,275.12,261.69,216.99,245.14,243.5,270.88,,23,969,35,26.78,969D6-(E1);
12.07.23 12:11:21,28.8,280.34,258.9,283.38,242.47,233.4,306.92,281.54,267.37,242.91,234.63,208.38,176.16,246.99,258.78,164.7,263.82,216.67,198.16,240.5,236.52,210.44,236.58,268.45,266.82,,23,969,35,26.83,969D6-(E1);
12.07.23 12:11:36,29.05,298.39,231.82,216.25,278.52,202.01,330.37,244.09,216.19,239,186.97,172.39,181.71,197.06,243.38,170.51,265.29,207.31,223.98,251.99,265.35,164.49,215.6,254.97,267.93,,23,969,35,26.84,969D6-(E1);
12.07.23 12:11:52,29.32,298.39,339.45,292.44,241.41,251.02,279.68,270.08,229.28,276.08,243.1,176.6,221.74,187.25,290.16,191.21,289.12,228.7,210.1,262.18,278.69,216.3,240.14,251.37,283.18,,23,969,35,26.87,969D6-(E1);
12.07.23 12:12:07,29.57,233.14,311.02,301.21,293.96,249.6,298.88,243.02,248.62,252.6,266.18,187.37,245.95,233.67,244.09,168.89,277.86,228.7,225.03,298.95,246.13,218.72,234.11,287.05,308.38,,23,969,35,26.9,969D6-(E1);
12.07.23 12:12:22,29.82,304.89,292.24,315.54,298.15,234.79,284.16,295.45,253.27,248.64,240.27,243.69,216.23,216.72,258.06,173.76,309.04,231.64,200.53,318.01,262.42,207.7,234.81,261.87,296.06,,23,969,35,26.94,969D6-(E1);
12.07.23 12:12:37,30.07,274.79,296.8,273.32,306.22,226.46,274.49,352.5,251.12,284.31,267.65,194.64,209.4,234.38,245.86,176.04,287.61,274,227.49,249.1,269.03,203.61,245.14,249.57,303.74,,23,969,35,26.97,969D6-(E1);
12.07.23 12:12:52,30.32,305.27,249.88,266.69,286.77,273.45,310.78,252.29,270.3,280.18,239.91,240.51,184,209.08,291.29,183.92,281.22,266.28,206.67,250.9,238.29,226.39,247.66,318.55,282.06,,23,969,35,26.98,969D6-(E1);
12.07.23 12:13:07,30.57,311.05,293,267.79,299.3,244.98,331.56,271.55,229.28,260.59,263.99,175.3,197.27,194.68,259.86,212.14,309.04,242.03,234.2,300.11,259.86,202.93,249.1,252.81,265.72,,23,969,35,27.03,969D6-(E1);
12.07.23 12:13:22,30.82,268.54,307.92,324.98,306.99,297.32,347.62,332.75,257.22,296.06,243.1,204.67,216.92,214.98,288.65,174.09,319.59,247.27,238.82,282.61,272.73,206.67,255.97,290.45,308.38,,23,969,35,27.05,969D6-(E1);
12.07.23 12:13:37,31.07,285.56,325.5,260.11,294.72,221.3,334.35,279.31,239.42,274.59,243.1,209.06,181.05,218.47,255.53,176.37,300.17,238.68,220.83,280.35,264.25,193.81,234.11,283.3,250.8,,23,969,35,27.06,969D6-(E1);
12.07.23 12:13:52,31.32,311.05,317.25,328.55,312.42,255.67,336.74,282.29,274.71,306.06,294.14,235.94,227.98,243.37,268.61,231.2,345.98,295.23,222.58,304.74,304.51,252.76,300.88,333.98,325.65,,23,969,35,27.11,969D6-(E1);
12.07.23 12:14:07,31.57,296.87,259.62,322.21,297,290.91,322.47,273.02,278.4,303.74,254.2,236.64,233.92,254.29,361.94,199.92,305.56,271.68,217.7,292.45,285.06,237.33,299.34,311.52,294.16,,23,969,35,27.14,969D6-(E1);
